Product ID : 104 JPs covered : 224 : Employment Litigation, 
us_000475958,0.093847, 0.387832
us_000488399,0.093847, 0.408885
us_000459458,0.093847, 0.412198
us_000520190,0.093847, 0.419338
us_000529351,0.093847, 0.429914
us_000468679,0.093847, 0.433697
us_000179369,0.093847, 0.457244
us_000493319,0.093847, 0.464415
us_000472940,0.093847, 0.466784
us_000242870,0.093847, 0.467061
us_000529732,0.093847, 0.477668
us_000547289,0.093847, 0.494035
us_000491897,0.093847, 0.607757
us_000229946,0.093847, 0.625187
us_000491706,0.093847, 0.739383
us_000486680,0.093847, 0.880959
us_000529977,0.093847, 1.112523
us_000472434,0.093847, 1.389916
us_000566039,0.023373, 0.000000
us_000496870,0.023373, 0.000000
us_000482838,0.023373, 0.000000
us_000568529,0.023373, 0.000000
us_000564278,0.023373, 0.000000
us_000469194,0.023373, 0.000000
us_000524981,0.023373, 0.000000
us_000478979,0.023373, 0.000000
us_000552054,0.023373, 0.000000
us_000511837,0.023373, 0.000001
us_000510156,0.023373, 0.000001
us_000518379,0.023373, 0.000001
us_000552280,0.023373, 0.000001
us_000505889,0.023373, 0.000001
us_000498338,0.023373, 0.000009
us_000474057,0.023373, 0.000010
us_000548063,0.023373, 0.000010
us_000560852,0.023373, 0.000010
us_000518822,0.023373, 0.000010
us_000559551,0.023373, 0.000010
us_000512260,0.023373, 0.000010
us_000582284,0.023373, 0.000012
us_000612180,0.023373, 0.000012
us_000568052,0.023373, 0.000014
us_000505149,0.023373, 0.000014
us_000497744,0.023373, 0.000014
us_000523549,0.023373, 0.000014
us_000568110,0.023373, 0.000014
us_000525355,0.023373, 0.000014
us_000555747,0.023373, 0.000014
us_000516424,0.023373, 0.000014
us_000498183,0.023373, 0.000014
us_000569415,0.023373, 0.000014
us_000515835,0.023373, 0.000014
us_000560898,0.023373, 0.000014
us_000594846,0.023373, 0.000014
us_000567312,0.023373, 0.000014
us_000570312,0.023373, 0.000014
us_000496939,0.023373, 0.000014
us_000538335,0.023373, 0.000014
us_000549977,0.023373, 0.000014
us_000491645,0.023373, 0.000019
us_000461402,0.023373, 0.000025
us_000557389,0.023373, 0.000027
us_000474346,0.023373, 0.000031
us_000548803,0.023373, 0.000035
us_000516830,0.023373, 0.000035
us_000537401,0.023373, 0.000036
us_000548775,0.023373, 0.000043
us_000520134,0.023373, 0.000043
us_000474810,0.023373, 0.000067
us_000599222,0.023373, 0.000071
us_000488026,0.023373, 0.000073
us_000512481,0.023373, 0.000081
us_000466117,0.023373, 0.000085
us_000589363,0.023373, 0.000091
us_000569799,0.023373, 0.000178
us_000511361,0.023373, 0.000462
us_000469263,0.023373, 0.000487
us_000537157,0.023373, 0.000533
us_000556753,0.023373, 0.000801
pr_000741121,0.023373, 0.001370
pr_001974037,0.023373, 0.001370
pr_000600429,0.023373, 0.001370
us_000566709,0.023373, 0.001480
us_000537745,0.023373, 0.001480
us_000484606,0.023373, 0.001562
us_000537140,0.023373, 0.001608
us_000548736,0.023373, 0.001741
us_000050834,0.023373, 0.001868
us_000470234,0.023373, 0.002059
pr_001928879,0.023373, 0.002425
us_000566937,0.023373, 0.002583
us_000575920,0.023373, 0.003585
us_000572622,0.023373, 0.004814
us_000573827,0.023373, 0.004881
us_000599247,0.023373, 0.006473
us_000470950,0.023373, 0.075243
us_000529327,0.023373, 0.097868
us_000202119,0.023373, 0.132640
us_000471928,0.023373, 1.561923
us_000467527,0.023373, 2.246314
us_000470333,0.023373, 2.385781
us_000471402,0.023373, 2.481579
us_000468354,0.023373, 2.504752
us_000468517,0.023373, 2.526454
us_000468395,0.023373, 2.536890
us_000471233,0.023373, 2.584732
us_000470799,0.023373, 2.585885
us_000470800,0.023373, 2.625312
us_000468163,0.023373, 2.662053
us_000470147,0.023373, 2.703511
us_000471050,0.023373, 2.714867
us_000469229,0.023373, 2.774222
us_000470871,0.023373, 2.797317
us_000468288,0.023373, 2.802542
us_000468388,0.023373, 2.815550
us_000471992,0.023373, 2.854582
us_000468327,0.023373, 2.883763
us_000471011,0.023373, 3.076372
us_000469188,0.023373, 3.079023
us_000491340,0.020543, 0.000000
us_000533683,0.020543, 0.000000
us_000552841,0.020543, 0.000000
us_000488717,0.020543, 0.000000
us_000542562,0.020543, 0.000000
us_000485824,0.020543, 0.000000
us_000554157,0.020543, 0.000000
us_000514913,0.020543, 0.000000
pr_001078957,0.020543, 0.000000
pr_001716236,0.020543, 0.000000
pr_000991174,0.020543, 0.000000
pr_000874534,0.020543, 0.000000
pr_001724598,0.020543, 0.000000
pr_002229727,0.020543, 0.000000
pr_000434489,0.020543, 0.000000
pr_000868327,0.020543, 0.000000
pr_000835268,0.020543, 0.000000
pr_000896183,0.020543, 0.000000
pr_000846510,0.020543, 0.000000
pr_000188845,0.020543, 0.000000
pr_000407428,0.020543, 0.000000
pr_000868328,0.020543, 0.000000
pr_001717175,0.020543, 0.000000
pr_000991735,0.020543, 0.000000
pr_000348138,0.020543, 0.000000
pr_000963371,0.020543, 0.000000
pr_000982748,0.020543, 0.000000
us_000504799,0.020543, 0.000002
pr_000894557,0.020543, 0.000004
pr_000407686,0.020543, 0.000004
pr_002164758,0.020543, 0.000004
pr_001405565,0.020543, 0.000008
pr_001402794,0.020543, 0.000012
pr_002094058,0.020543, 0.000319
us_000467452,0.020543, 4.203446
