Product ID : 1023 JPs covered : 90 : Environmental/Natural Resources, 
us_000474799,0.003441, 0.087741
us_000305382,0.003441, 0.089292
us_000474099,0.003441, 0.089292
us_000493283,0.003441, 0.089292
us_000542071,0.003441, 0.089317
us_000568062,0.003441, 0.089918
us_000520043,0.003441, 0.090405
us_000474900,0.003441, 0.090860
us_000473442,0.003441, 0.090860
us_000570334,0.003441, 0.091068
us_000473494,0.003441, 0.091485
us_000462356,0.003441, 0.093981
us_000471826,0.003441, 0.095653
us_000505766,0.003441, 0.097281
us_000518209,0.003441, 0.098267
us_000595319,0.003441, 0.098925
us_000460754,0.003441, 0.099097
us_000256840,0.003441, 0.100124
us_000462532,0.003441, 0.100266
us_000461220,0.003441, 0.102259
us_000579989,0.003441, 0.102259
us_000584301,0.003441, 0.102259
us_000540029,0.003441, 0.102259
us_000579991,0.003441, 0.103135
us_000556607,0.003441, 0.103949
us_000539637,0.003441, 0.103949
us_000540224,0.003441, 0.103949
us_000461086,0.003441, 0.103949
us_000539676,0.003441, 0.103949
us_000526476,0.003441, 0.105654
us_000482570,0.003441, 0.105654
us_000480534,0.003441, 0.105654
us_000540404,0.003441, 0.105654
us_000539769,0.003441, 0.105654
us_000539759,0.003441, 0.105654
us_000465858,0.003441, 0.106280
us_000539713,0.003441, 0.107375
us_000162154,0.003441, 0.107375
us_000539708,0.003441, 0.107375
us_000480740,0.003441, 0.107375
us_000478960,0.003441, 0.107375
us_000584369,0.003441, 0.107375
us_000461171,0.003441, 0.107375
us_000559413,0.003441, 0.107375
us_000461486,0.003441, 0.107375
us_000540125,0.003441, 0.107375
us_000142950,0.003441, 0.107375
us_000465656,0.003441, 0.107375
us_000556590,0.003441, 0.107775
us_000522237,0.003441, 0.108535
us_000532821,0.003441, 0.108854
us_000490218,0.003441, 0.109110
us_000474713,0.003441, 0.110862
us_000474719,0.003441, 0.110862
us_000474704,0.003441, 0.110862
us_000538806,0.003441, 0.110862
us_000472389,0.003441, 0.111570
us_000595959,0.003441, 0.112598
us_000487596,0.003441, 0.112628
us_000608073,0.003441, 0.112628
us_000557186,0.003441, 0.114410
us_000584831,0.003441, 0.114410
us_000505712,0.003441, 0.114410
us_000473861,0.003441, 0.114410
us_000584506,0.003441, 0.115036
us_000474658,0.003441, 0.116208
us_000153175,0.003441, 0.116208
us_000483378,0.003441, 0.116208
us_000461127,0.003441, 0.116208
us_000488304,0.003441, 0.116208
us_000483375,0.003441, 0.116208
us_000503605,0.003441, 0.116208
us_000488250,0.003441, 0.116208
us_000472826,0.003441, 0.116208
us_000465877,0.003441, 0.116442
us_000473595,0.003441, 0.116629
us_000468146,0.003441, 0.116785
us_000480381,0.003441, 0.116902
us_000479278,0.003441, 0.117146
us_000459570,0.003441, 0.118020
us_000512013,0.003441, 0.118020
us_000512015,0.003441, 0.118020
us_000465324,0.003441, 0.118020
us_000466179,0.003441, 0.118020
us_000466084,0.003441, 0.118020
us_000239471,0.003441, 0.118020
us_000492311,0.003441, 0.118020
us_000465189,0.003441, 0.118020
us_000465290,0.003441, 0.118020
us_000458544,0.003441, 0.118174
us_000221872,0.003441, 0.118316
us_000557598,0.003441, 0.118646
us_000539776,0.003441, 0.119848
us_000488323,0.003441, 0.119848
us_000490009,0.003441, 0.119848
us_000540036,0.003441, 0.119848
us_000560167,0.003441, 0.119848
us_000461205,0.003441, 0.119848
us_000538984,0.003441, 0.119848
us_000473154,0.003441, 0.119848
us_000461223,0.003441, 0.119848
us_000611085,0.003441, 0.120724
us_000595467,0.003441, 0.121009
us_000542080,0.003441, 0.121692
us_000540954,0.003441, 0.121692
us_000539890,0.003441, 0.121692
us_000489101,0.003441, 0.121692
us_000473030,0.003441, 0.121692
us_000573817,0.003441, 0.121692
us_000461110,0.003441, 0.121692
us_000490348,0.003441, 0.121692
us_000472516,0.003441, 0.121692
us_000539380,0.003441, 0.121692
us_000615502,0.003441, 0.122317
us_000477914,0.003441, 0.122379
us_000610170,0.003441, 0.122379
us_000515282,0.003441, 0.122379
us_000539167,0.003441, 0.123524
us_000482532,0.003441, 0.123550
us_000597128,0.003441, 0.123550
us_000472305,0.003441, 0.123550
us_000482640,0.003441, 0.123550
us_000474149,0.003441, 0.123550
us_000467570,0.003441, 0.123550
us_000474772,0.003441, 0.123550
us_000610712,0.003441, 0.123550
us_000465887,0.003441, 0.123550
us_000539760,0.003441, 0.123550
us_000474127,0.003441, 0.123550
us_000460081,0.003441, 0.123550
us_000572107,0.003441, 0.123550
us_000462968,0.003441, 0.123550
us_000538957,0.003441, 0.123550
us_000489814,0.003441, 0.123550
us_000491035,0.003441, 0.123550
us_000263201,0.003441, 0.123550
us_000496389,0.003441, 0.123550
us_000483789,0.003441, 0.123550
us_000545176,0.003441, 0.123550
us_000540335,0.003441, 0.123550
us_000465802,0.003441, 0.123550
us_000540393,0.003441, 0.123550
us_000484312,0.003441, 0.123550
us_000559624,0.003441, 0.123550
us_000490105,0.003441, 0.123550
us_000540403,0.003441, 0.123550
us_000460099,0.003441, 0.123550
us_000527076,0.003441, 0.123550
us_000482566,0.003441, 0.123550
us_000556954,0.003441, 0.123550
us_000461182,0.003441, 0.123550
us_000493286,0.003441, 0.123550
us_000559377,0.003441, 0.123550
us_000538955,0.003441, 0.123550
us_000485914,0.003441, 0.123550
us_000567187,0.003441, 0.123550
us_000538959,0.003441, 0.123550
us_000461183,0.003441, 0.123550
us_000479061,0.003441, 0.123550
us_000479464,0.003441, 0.123911
us_000611056,0.003441, 0.124176
us_000610148,0.003441, 0.124176
us_000598009,0.003441, 0.124426
us_000545536,0.003441, 0.125424
us_000311468,0.003441, 0.125424
us_000472879,0.003441, 0.125424
us_000537096,0.003441, 0.125424
us_000490320,0.003441, 0.125424
us_000540104,0.003441, 0.125424
us_000549518,0.003441, 0.125424
us_000014603,0.003441, 0.125424
us_000124414,0.003441, 0.125424
us_000558243,0.003441, 0.125424
us_000458604,0.003441, 0.125424
us_000497069,0.003441, 0.125424
us_000472858,0.003441, 0.125424
us_000484754,0.003441, 0.125424
us_000460915,0.003441, 0.125424
us_000606526,0.003441, 0.125424
us_000480669,0.003441, 0.125424
us_000503130,0.003441, 0.125424
us_000481272,0.003441, 0.125424
us_000472852,0.003441, 0.125424
us_000608389,0.003441, 0.125424
us_000558657,0.003441, 0.125424
us_000466348,0.003441, 0.125424
us_000469726,0.003441, 0.125424
us_000466576,0.003441, 0.125424
us_000489569,0.003441, 0.125424
us_000490135,0.003441, 0.125424
us_000465350,0.003441, 0.125424
us_000555289,0.003441, 0.125424
us_000473335,0.003441, 0.125424
us_000489389,0.003441, 0.125424
us_000586797,0.003441, 0.125424
us_000474311,0.003441, 0.125424
us_000556237,0.003441, 0.125424
us_000573129,0.003441, 0.125424
us_000482062,0.003441, 0.125424
us_000536837,0.003441, 0.125424
us_000463016,0.003441, 0.125424
us_000586254,0.003441, 0.125424
us_000208491,0.003441, 0.125424
us_000489354,0.003441, 0.125424
us_000570385,0.003441, 0.125424
us_000538795,0.003441, 0.125424
us_000110427,0.003441, 0.125424
us_000461053,0.003441, 0.125424
us_000542112,0.003441, 0.125424
us_000460746,0.003441, 0.125424
us_000069206,0.003441, 0.125424
us_000103532,0.003441, 0.125424
us_000461174,0.003441, 0.125424
us_000609828,0.003441, 0.125424
us_000493512,0.003441, 0.125424
us_000458858,0.003441, 0.125424
us_000471484,0.003441, 0.125424
us_000465124,0.003441, 0.125424
us_000461696,0.003441, 0.125424
us_000527056,0.003441, 0.125424
us_000539729,0.003441, 0.125424
us_000461249,0.003441, 0.125424
us_000499253,0.003441, 0.125424
us_000100336,0.003441, 0.125424
us_000012773,0.003441, 0.125424
us_000477905,0.003441, 0.125424
us_000583054,0.003441, 0.125424
us_000555037,0.003441, 0.125424
us_000539688,0.003441, 0.125424
us_000465781,0.003441, 0.125424
us_000336156,0.003441, 0.125424
us_000490045,0.003441, 0.125424
us_000490279,0.003441, 0.125424
us_000465740,0.003441, 0.125424
us_000558068,0.003441, 0.125424
us_000510646,0.003441, 0.125424
us_000556895,0.003441, 0.125424
us_000466195,0.003441, 0.125424
us_000481827,0.003441, 0.125424
us_000467371,0.003441, 0.125424
us_000497359,0.003441, 0.125424
us_000472444,0.003441, 0.125424
us_000576960,0.003441, 0.125424
us_000615375,0.003441, 0.125687
us_000584123,0.003441, 0.126050
us_000539712,0.003441, 0.126050
us_000609826,0.003441, 0.126050
us_000503342,0.003441, 0.126099
us_000474793,0.003441, 0.126100
us_000497196,0.003441, 0.126126
us_000600352,0.003441, 0.126210
us_000509345,0.003441, 0.126585
us_000478889,0.003441, 0.126727
us_000472866,0.003441, 0.126727
us_000557035,0.003441, 0.126885
us_000461065,0.003441, 0.126906
us_000566485,0.003441, 0.127256
us_000489699,0.003441, 0.127622
us_000315652,0.003441, 0.127643
us_000512604,0.003441, 0.129218
us_000487433,0.003441, 0.129307
us_000462167,0.003441, 0.130315
us_000564531,0.003441, 0.131138
us_000565844,0.003441, 0.131138
us_000479311,0.003441, 0.131138
us_000596574,0.003441, 0.131138
us_000490297,0.003441, 0.132196
us_000580320,0.003441, 0.132299
us_000580274,0.003441, 0.132299
us_000580518,0.003441, 0.133074
us_000584860,0.003441, 0.133074
us_000473931,0.003441, 0.133074
us_000559321,0.003441, 0.133074
us_000573876,0.003441, 0.133074
us_000615380,0.003441, 0.133074
us_000573880,0.003441, 0.133074
us_000487636,0.003441, 0.133074
us_000573874,0.003441, 0.133074
us_000584823,0.003441, 0.133074
us_000573878,0.003441, 0.133074
us_000596134,0.003441, 0.133317
us_000483729,0.003441, 0.135025
us_000488298,0.003441, 0.135025
us_000482241,0.003441, 0.135025
us_000567123,0.003441, 0.135025
us_000598613,0.003441, 0.135025
us_000598597,0.003441, 0.135025
us_000561099,0.003441, 0.135025
us_000461132,0.003441, 0.135025
us_000490065,0.003441, 0.135025
us_000577024,0.003441, 0.135025
us_000577029,0.003441, 0.135025
us_000461176,0.003441, 0.135731
us_000570132,0.003441, 0.135872
us_000461181,0.003441, 0.136046
us_000481090,0.003441, 0.136644
us_000466677,0.003441, 0.136644
us_000468481,0.003441, 0.136731
us_000466600,0.003441, 0.136731
us_000468050,0.003441, 0.136991
us_000466661,0.003441, 0.136991
us_000542044,0.003441, 0.136991
us_000466045,0.003441, 0.136991
us_000472791,0.003441, 0.136991
us_000466144,0.003441, 0.136991
us_000466650,0.003441, 0.136991
us_000598689,0.003441, 0.136991
us_000599357,0.003441, 0.137616
us_000485799,0.003441, 0.137758
us_000485784,0.003441, 0.137758
us_000586644,0.003441, 0.137867
us_000461018,0.003441, 0.137900
us_000598706,0.003441, 0.138151
us_000482581,0.003441, 0.138972
us_000006735,0.003441, 0.138972
us_000282944,0.003441, 0.138972
us_000588427,0.003441, 0.138972
us_000565075,0.003441, 0.138972
us_000485320,0.003441, 0.138972
us_000479762,0.003441, 0.138972
us_000461198,0.003441, 0.138972
us_000560160,0.003441, 0.138972
us_000565073,0.003441, 0.138972
us_000462204,0.003441, 0.138972
us_000479788,0.003441, 0.138972
us_000494059,0.003441, 0.138972
us_000584230,0.003441, 0.139848
us_000580998,0.003441, 0.139848
us_000509791,0.003441, 0.140024
us_000466645,0.003441, 0.140129
us_000554887,0.003441, 0.140133
us_000577633,0.003441, 0.140133
us_000462786,0.003441, 0.140502
us_000490349,0.003441, 0.140969
us_000489790,0.003441, 0.140969
us_000581344,0.003441, 0.140969
us_000573814,0.003441, 0.140969
us_000461093,0.003441, 0.140969
us_000541064,0.003441, 0.140969
us_000474513,0.003441, 0.140969
us_000585410,0.003441, 0.140969
us_000573966,0.003441, 0.140969
us_000461595,0.003441, 0.140969
us_000461632,0.003441, 0.140969
us_000577141,0.003441, 0.140969
us_000574000,0.003441, 0.140969
us_000098158,0.003441, 0.140969
us_000573965,0.003441, 0.140969
us_000472989,0.003441, 0.140969
us_000567660,0.003441, 0.140969
us_000489515,0.003441, 0.140969
us_000472560,0.003441, 0.140969
us_000585526,0.003441, 0.141595
us_000617371,0.003441, 0.141595
us_000585543,0.003441, 0.141595
us_000595471,0.003441, 0.141595
us_000584146,0.003441, 0.141595
us_000565807,0.003441, 0.141763
us_000598953,0.003441, 0.141845
us_000598965,0.003441, 0.141845
us_000559475,0.003441, 0.142981
us_000568641,0.003441, 0.142981
us_000575349,0.003441, 0.142981
us_000596653,0.003441, 0.142981
us_000561259,0.003441, 0.142981
us_000509658,0.003441, 0.142981
us_000569763,0.003441, 0.142981
us_000574310,0.003441, 0.142981
us_000569826,0.003441, 0.142981
us_000556963,0.003441, 0.142981
us_000499184,0.003441, 0.142981
us_000598147,0.003441, 0.142981
us_000465873,0.003441, 0.142981
us_000472308,0.003441, 0.142981
us_000597026,0.003441, 0.142981
us_000474744,0.003441, 0.142981
us_000282421,0.003441, 0.142981
us_000490102,0.003441, 0.142981
us_000460526,0.003441, 0.142981
us_000615398,0.003441, 0.142981
us_000086369,0.003441, 0.142981
us_000486281,0.003441, 0.142981
us_000155155,0.003441, 0.142981
us_000460534,0.003441, 0.142981
us_000039180,0.003441, 0.142981
us_000462963,0.003441, 0.142981
us_000465841,0.003441, 0.142981
us_000615943,0.003441, 0.142981
us_000465944,0.003441, 0.142981
us_000490447,0.003441, 0.142981
us_000468628,0.003441, 0.142981
us_000460103,0.003441, 0.142981
us_000492165,0.003441, 0.142981
us_000503672,0.003441, 0.142981
us_000596655,0.003441, 0.142981
us_000460544,0.003441, 0.142981
us_000485872,0.003441, 0.142981
us_000115832,0.003441, 0.142981
us_000596888,0.003441, 0.142981
us_000470025,0.003441, 0.142981
us_000539037,0.003441, 0.142981
us_000498462,0.003441, 0.142981
us_000573834,0.003441, 0.142981
us_000596656,0.003441, 0.142981
us_000469383,0.003441, 0.142981
us_000617204,0.003441, 0.142981
us_000460576,0.003441, 0.142981
us_000120248,0.003441, 0.143447
us_000573812,0.003441, 0.145009
us_000468124,0.003441, 0.145009
us_000602169,0.003441, 0.145009
us_000573960,0.003441, 0.145009
us_000073539,0.003441, 0.145009
us_000615659,0.003441, 0.145009
us_000573225,0.003441, 0.145009
us_000474094,0.003441, 0.145009
us_000461672,0.003441, 0.145009
us_000466579,0.003441, 0.145009
us_000466598,0.003441, 0.145009
us_000544754,0.003441, 0.145009
us_000509582,0.003441, 0.145009
us_000560615,0.003441, 0.145009
us_000602960,0.003441, 0.145009
us_000461002,0.003441, 0.145009
us_000461695,0.003441, 0.145009
us_000509396,0.003441, 0.145009
us_000577124,0.003441, 0.145009
us_000187980,0.003441, 0.145009
us_000578213,0.003441, 0.145009
us_000597911,0.003441, 0.145009
us_000503239,0.003441, 0.145009
us_000577226,0.003441, 0.145009
us_000564999,0.003441, 0.145009
us_000461514,0.003441, 0.145009
us_000586921,0.003441, 0.145009
us_000488350,0.003441, 0.145009
us_000479948,0.003441, 0.145009
us_000566661,0.003441, 0.145009
us_000611937,0.003441, 0.145009
us_000469384,0.003441, 0.145009
us_000541766,0.003441, 0.145009
us_000467134,0.003441, 0.145009
us_000587286,0.003441, 0.145009
us_000472140,0.003441, 0.145009
us_000599044,0.003441, 0.145009
us_000564357,0.003441, 0.145009
us_000581517,0.003441, 0.145009
us_000565130,0.003441, 0.145009
us_000615577,0.003441, 0.145009
us_000459371,0.003441, 0.145009
us_000538961,0.003441, 0.145009
us_000503282,0.003441, 0.145009
us_000490022,0.003441, 0.145009
us_000565136,0.003441, 0.145009
us_000465618,0.003441, 0.145009
us_000466325,0.003441, 0.145009
us_000508484,0.003441, 0.145009
us_000542099,0.003441, 0.145009
us_000581126,0.003441, 0.145009
us_000481863,0.003441, 0.145009
us_000121150,0.003441, 0.145009
us_000597898,0.003441, 0.145009
us_000466258,0.003441, 0.145009
us_000489577,0.003441, 0.145009
us_000586059,0.003441, 0.145009
us_000616516,0.003441, 0.145009
us_000509569,0.003441, 0.145009
us_000566663,0.003441, 0.145009
us_000565398,0.003441, 0.145009
us_000577347,0.003441, 0.145009
us_000597947,0.003441, 0.145009
us_000615660,0.003441, 0.145009
us_000082004,0.003441, 0.145009
us_000466357,0.003441, 0.145009
us_000572621,0.003441, 0.145009
us_000598413,0.003441, 0.145009
us_000465804,0.003441, 0.145009
us_000568804,0.003441, 0.145009
us_000474875,0.003441, 0.145009
us_000586196,0.003441, 0.145009
us_000598302,0.003441, 0.145009
us_000192789,0.003441, 0.145009
us_000487917,0.003441, 0.145009
us_000460982,0.003441, 0.145009
us_000573802,0.003441, 0.145009
us_000565113,0.003441, 0.145009
us_000616518,0.003441, 0.145009
us_000484586,0.003441, 0.145009
us_000557876,0.003441, 0.145009
us_000579997,0.003441, 0.145009
us_000573956,0.003441, 0.145009
us_000601739,0.003441, 0.145009
us_000574518,0.003441, 0.145009
us_000601836,0.003441, 0.145009
us_000011632,0.003441, 0.145009
us_000465770,0.003441, 0.145009
us_000465736,0.003441, 0.145009
us_000471982,0.003441, 0.145009
us_000461342,0.003441, 0.145009
us_000604708,0.003441, 0.145009
us_000573860,0.003441, 0.145009
us_000584307,0.003441, 0.145009
us_000612139,0.003441, 0.145009
us_000142487,0.003441, 0.145009
us_000584143,0.003441, 0.145009
us_000465809,0.003441, 0.145009
us_000469010,0.003441, 0.145009
us_000465445,0.003441, 0.145009
us_000573962,0.003441, 0.145009
us_000461062,0.003441, 0.145009
us_000595973,0.003441, 0.145009
us_000465806,0.003441, 0.145009
us_000490267,0.003441, 0.145009
us_000465403,0.003441, 0.145009
us_000505990,0.003441, 0.145009
us_000597948,0.003441, 0.145009
us_000601803,0.003441, 0.145009
us_000584399,0.003441, 0.145009
us_000478670,0.003441, 0.145009
us_000582137,0.003441, 0.145009
us_000565115,0.003441, 0.145009
us_000458868,0.003441, 0.145009
us_000159791,0.003441, 0.145009
us_000598027,0.003441, 0.145009
us_000121608,0.003441, 0.145009
us_000465814,0.003441, 0.145009
us_000564779,0.003441, 0.145009
us_000556904,0.003441, 0.145009
us_000467131,0.003441, 0.145009
us_000546526,0.003441, 0.145009
us_000574998,0.003441, 0.145009
us_000478622,0.003441, 0.145009
us_000509946,0.003441, 0.145009
us_000466711,0.003441, 0.145009
us_000507239,0.003441, 0.145009
us_000461068,0.003441, 0.145009
us_000465401,0.003441, 0.145009
us_000496556,0.003441, 0.145009
us_000465808,0.003441, 0.145009
us_000480545,0.003441, 0.145009
us_000509617,0.003441, 0.145009
us_000511130,0.003441, 0.145009
us_000566655,0.003441, 0.145009
us_000542117,0.003441, 0.145009
us_000466928,0.003441, 0.145009
us_000616221,0.003441, 0.145009
us_000555050,0.003441, 0.145009
us_000459063,0.003441, 0.145009
us_000465354,0.003441, 0.145009
us_000480675,0.003441, 0.145009
us_000573855,0.003441, 0.145009
us_000559642,0.003441, 0.145009
us_000577346,0.003441, 0.145009
us_000556157,0.003441, 0.145009
us_000465349,0.003441, 0.145009
us_000461270,0.003441, 0.145009
us_000559464,0.003441, 0.145009
us_000597952,0.003441, 0.145009
us_000585949,0.003441, 0.145009
us_000566664,0.003441, 0.145009
us_000577246,0.003441, 0.145009
us_000580526,0.003441, 0.145009
us_000493750,0.003441, 0.145009
us_000488974,0.003441, 0.145009
us_000461066,0.003441, 0.145009
us_000461349,0.003441, 0.145009
us_000471763,0.003441, 0.145009
us_000599045,0.003441, 0.145009
us_000509554,0.003441, 0.145009
us_000466741,0.003441, 0.145009
us_000565189,0.003441, 0.145009
us_000490255,0.003441, 0.145009
