Product ID : 1041 # of JPs covered : 1 : 216 : Accounting-Non-Profit, 
us_000532161,1.000000, 1.794890
us_000507161,1.000000, 1.794987
us_000538825,1.000000, 1.801252
us_000519953,1.000000, 1.801252
us_000538720,1.000000, 1.807662
us_000506205,1.000000, 1.919845
us_000468291,1.000000, 2.024984
pr_000089204,0.985936, 0.000000
pr_000602026,0.985936, 0.000000
pr_000269527,0.985936, 0.000000
pr_000379507,0.985936, 0.000000
pr_000599752,0.985936, 0.000000
us_000553105,0.985936, 0.058449
us_000588417,0.985936, 0.166737
us_000563024,0.985936, 0.194757
us_000473001,0.985936, 0.310735
us_000470962,0.985936, 0.375912
us_000385195,0.985936, 0.386814
us_000512168,0.985936, 0.399432
us_000499218,0.985936, 0.414391
us_000595596,0.985936, 0.442543
us_000554309,0.985936, 0.453013
us_000490936,0.985936, 0.455650
us_000549761,0.985936, 0.474327
us_000473262,0.985936, 0.477027
us_000556618,0.985936, 0.482449
us_000469686,0.985936, 0.517557
us_000555819,0.985936, 0.521274
us_000472850,0.985936, 0.532647
us_000548732,0.985936, 0.535509
us_000526938,0.985936, 0.536312
us_000534353,0.985936, 0.538380
us_000522453,0.985936, 0.538380
us_000341395,0.985936, 0.550395
us_000186964,0.985936, 0.562250
us_000521231,0.985936, 0.564564
us_000467770,0.985936, 0.565198
us_000543415,0.985936, 0.567513
us_000497166,0.985936, 0.567513
us_000463713,0.985936, 0.567513
us_000183435,0.985936, 0.567513
us_000477923,0.985936, 0.568412
us_000539165,0.985936, 0.569936
us_000539187,0.985936, 0.573971
us_000539351,0.985936, 0.578367
us_000596300,0.985936, 0.582371
us_000496034,0.985936, 0.582371
us_000387901,0.985936, 0.584465
us_000591263,0.985936, 0.585366
us_000472720,0.985936, 0.585366
us_000469361,0.985936, 0.588369
us_000496547,0.985936, 0.588795
us_000566931,0.985936, 0.591379
us_000567046,0.985936, 0.591379
us_000587601,0.985936, 0.591379
us_000479364,0.985936, 0.591379
us_000562791,0.985936, 0.594397
us_000468235,0.985936, 0.594397
us_000497350,0.985936, 0.594397
us_000473764,0.985936, 0.594397
us_000596738,0.985936, 0.597423
us_000525596,0.985936, 0.597423
us_000507559,0.985936, 0.597423
us_000468203,0.985936, 0.606671
us_000488199,0.985936, 0.610707
us_000473443,0.985936, 0.611943
us_000555875,0.985936, 0.615743
us_000554944,0.985936, 0.618824
us_000511593,0.985936, 0.618824
us_000503463,0.985936, 0.618824
us_000469966,0.985936, 0.621912
us_000536724,0.985936, 0.625008
us_000554316,0.985936, 0.625008
us_000465293,0.985936, 0.625797
us_000468621,0.985936, 0.628112
us_000596320,0.985936, 0.628112
us_000522309,0.985936, 0.628112
us_000460453,0.985936, 0.628112
us_000581682,0.985936, 0.628112
us_000522806,0.985936, 0.631224
us_000462434,0.985936, 0.632932
us_000467959,0.985936, 0.634343
us_000501656,0.985936, 0.634343
us_000554236,0.985936, 0.640606
us_000610090,0.985936, 0.640606
us_000459331,0.985936, 0.640606
us_000573192,0.985936, 0.640606
us_000468652,0.985936, 0.641066
us_000597744,0.985936, 0.643748
us_000485198,0.985936, 0.643748
us_000498941,0.985936, 0.643748
us_000550166,0.985936, 0.646899
us_000495597,0.985936, 0.646899
us_000495016,0.985936, 0.646899
us_000489207,0.985936, 0.646899
us_000479196,0.985936, 0.646899
us_000552220,0.985936, 0.646899
us_000495700,0.985936, 0.646899
us_000610490,0.985936, 0.646899
us_000579948,0.985936, 0.650057
us_000500999,0.985936, 0.650057
us_000569351,0.985936, 0.650057
us_000523028,0.985936, 0.650057
us_000424382,0.985936, 0.650057
us_000517444,0.985936, 0.650057
us_000593517,0.985936, 0.650057
us_000480756,0.985936, 0.650057
us_000349903,0.985936, 0.650909
us_000491082,0.985936, 0.650977
us_000486283,0.985936, 0.652800
us_000557906,0.985936, 0.653224
us_000472923,0.985936, 0.653224
us_000583898,0.985936, 0.653224
us_000594745,0.985936, 0.653224
us_000500396,0.985936, 0.653224
us_000489197,0.985936, 0.653224
us_000549164,0.985936, 0.653224
us_000509529,0.985936, 0.653224
us_000473375,0.985936, 0.653224
us_000561218,0.985936, 0.653224
us_000525977,0.985936, 0.653224
us_000610057,0.985936, 0.653224
us_000509730,0.985936, 0.653224
us_000500457,0.985936, 0.653224
us_000579935,0.985936, 0.653224
us_000486479,0.985936, 0.653224
us_000490362,0.985936, 0.655974
us_000556940,0.985936, 0.656397
us_000526581,0.985936, 0.656397
us_000599761,0.985936, 0.656397
us_000496659,0.985936, 0.656397
us_000472711,0.985936, 0.656397
us_000534811,0.985936, 0.656397
us_000562708,0.985936, 0.656397
us_000610898,0.985936, 0.656397
us_000563359,0.985936, 0.656397
us_000562920,0.985936, 0.656397
us_000554456,0.985936, 0.656397
us_000531290,0.985936, 0.656397
us_000472712,0.985936, 0.656397
us_000592972,0.985936, 0.656397
us_000614175,0.985936, 0.656397
us_000610595,0.985936, 0.656397
us_000468564,0.985936, 0.656397
us_000531347,0.985936, 0.656397
us_000552937,0.985936, 0.656397
us_000486368,0.985936, 0.657264
us_000408170,0.985936, 0.657264
us_000258701,0.985936, 0.658678
us_000614555,0.985936, 0.658678
us_000526022,0.985936, 0.659579
us_000612028,0.985936, 0.659579
us_000522183,0.985936, 0.659579
us_000521664,0.985936, 0.659579
us_000526070,0.985936, 0.659579
us_000538102,0.985936, 0.659579
us_000556693,0.985936, 0.659579
us_000530823,0.985936, 0.659579
us_000592564,0.985936, 0.659579
us_000584926,0.985936, 0.659579
us_000563403,0.985936, 0.659579
us_000521840,0.985936, 0.659579
us_000595718,0.985936, 0.659579
us_000179877,0.985936, 0.659579
us_000503266,0.985936, 0.659579
us_000511678,0.985936, 0.659579
us_000467979,0.985936, 0.659579
us_000461286,0.985936, 0.659579
us_000461289,0.985936, 0.659579
us_000610138,0.985936, 0.659579
us_000520907,0.985936, 0.659579
us_000543229,0.985936, 0.659579
us_000614552,0.985936, 0.659579
us_000610009,0.985936, 0.659579
us_000572461,0.985936, 0.659579
us_000502553,0.985936, 0.659579
us_000592932,0.985936, 0.659579
us_000537122,0.985936, 0.659579
us_000555850,0.985936, 0.659579
us_000462494,0.985936, 0.659579
us_000557293,0.985936, 0.659579
us_000488243,0.985936, 0.659579
us_000522220,0.985936, 0.659579
us_000563879,0.985936, 0.659579
us_000225812,0.985936, 0.661015
us_000472710,0.985936, 0.661015
us_000554729,0.985936, 0.662769
us_000470008,0.985936, 0.665504
us_000490183,0.985936, 0.665606
us_000556956,0.985936, 0.665966
us_000519671,0.985936, 0.669171
us_000486655,0.985936, 0.669171
us_000573222,0.985936, 0.672384
us_000573207,0.985936, 0.672384
us_000537967,0.985936, 0.672384
us_000470347,0.985936, 0.674099
us_000597751,0.985936, 0.675604
us_000586531,0.985936, 0.675604
us_000552233,0.985936, 0.678833
us_000508525,0.985936, 0.682069
us_000495710,0.985936, 0.682069
us_000518093,0.985936, 0.682069
us_000489196,0.985936, 0.682069
us_000593467,0.985936, 0.682069
us_000460294,0.985936, 0.682069
us_000577102,0.985936, 0.682069
us_000472515,0.985936, 0.682069
us_000496675,0.985936, 0.685313
us_000565917,0.985936, 0.685313
us_000546287,0.985936, 0.685313
us_000546310,0.985936, 0.685313
us_000550001,0.985936, 0.685313
us_000588192,0.985936, 0.685313
us_000492212,0.985936, 0.685313
us_000546262,0.985936, 0.685313
us_000501775,0.985936, 0.685313
us_000489008,0.985936, 0.685313
us_000476508,0.985936, 0.685313
us_000557901,0.985936, 0.685313
us_000476794,0.985936, 0.685313
us_000496071,0.985936, 0.686904
us_000587995,0.985936, 0.688565
us_000483568,0.985936, 0.688565
us_000552317,0.985936, 0.688565
us_000553067,0.985936, 0.688565
us_000591430,0.985936, 0.688565
us_000571632,0.985936, 0.688565
us_000468946,0.985936, 0.688565
us_000574154,0.985936, 0.688565
us_000612373,0.985936, 0.688565
us_000594054,0.985936, 0.688565
us_000553481,0.985936, 0.688565
us_000569344,0.985936, 0.688565
us_000587553,0.985936, 0.688565
us_000200990,0.985936, 0.688565
us_000534682,0.985936, 0.688565
us_000517014,0.985936, 0.688565
us_000581650,0.985936, 0.688565
us_000461125,0.985936, 0.689509
us_000466848,0.985936, 0.691154
us_000595240,0.985936, 0.691824
us_000578773,0.985936, 0.691824
us_000562506,0.985936, 0.691824
us_000512768,0.985936, 0.691824
us_000460625,0.985936, 0.691824
us_000463221,0.985936, 0.691824
us_000520897,0.985936, 0.691824
us_000573038,0.985936, 0.691824
us_000472696,0.985936, 0.691824
us_000461116,0.985936, 0.691824
us_000557290,0.985936, 0.691824
us_000600755,0.985936, 0.691824
us_000489169,0.985936, 0.691824
us_000563279,0.985936, 0.691824
us_000522597,0.985936, 0.691824
us_000528096,0.985936, 0.691824
us_000595896,0.985936, 0.691824
us_000501019,0.985936, 0.691824
us_000579757,0.985936, 0.691824
us_000489115,0.985936, 0.691824
us_000581393,0.985936, 0.691824
us_000577082,0.985936, 0.691824
us_000611888,0.985936, 0.691824
us_000509252,0.985936, 0.691824
us_000553487,0.985936, 0.691824
us_000511342,0.985936, 0.691824
us_000557113,0.985936, 0.691824
us_000536497,0.985936, 0.691824
us_000593463,0.985936, 0.691824
us_000507364,0.985936, 0.691824
us_000461287,0.985936, 0.691824
us_000479032,0.985936, 0.691824
us_000544829,0.985936, 0.691824
us_000493137,0.985936, 0.691824
us_000586094,0.985936, 0.691824
us_000557166,0.985936, 0.691824
us_000500889,0.985936, 0.691824
us_000585928,0.985936, 0.691824
us_000396099,0.985936, 0.691824
us_000518520,0.985936, 0.691824
us_000539971,0.985936, 0.691824
us_000460736,0.985936, 0.692311
us_000542009,0.985936, 0.692400
us_000463730,0.985936, 0.692482
us_000463339,0.985936, 0.692526
us_000458606,0.985936, 0.694740
us_000558016,0.985936, 0.695091
us_000555803,0.985936, 0.695091
us_000487672,0.985936, 0.695091
us_000520248,0.985936, 0.695091
us_000558021,0.985936, 0.695091
us_000486624,0.985936, 0.695254
us_000577239,0.985936, 0.698366
us_000492022,0.985936, 0.698366
us_000468451,0.985936, 0.698366
us_000467966,0.985936, 0.698366
us_000460741,0.985936, 0.698366
us_000552878,0.985936, 0.698366
us_000468462,0.985936, 0.698366
us_000491964,0.985936, 0.698366
us_000580651,0.985936, 0.698366
us_000561858,0.985936, 0.698366
us_000460735,0.985936, 0.698366
us_000485423,0.985936, 0.698542
us_000491053,0.985936, 0.700585
us_000526689,0.985936, 0.701649
us_000519730,0.985936, 0.701649
us_000550123,0.985936, 0.701649
us_000530866,0.985936, 0.701649
us_000508477,0.985936, 0.701649
us_000519689,0.985936, 0.701649
us_000592714,0.985936, 0.701649
us_000549855,0.985936, 0.701649
us_000235325,0.985936, 0.701701
us_000573228,0.985936, 0.704940
us_000615090,0.985936, 0.704940
us_000550262,0.985936, 0.704940
us_000520073,0.985936, 0.704940
us_000491942,0.985936, 0.704940
us_000554423,0.985936, 0.704940
us_000520077,0.985936, 0.704940
us_000485028,0.985936, 0.704940
us_000481136,0.985936, 0.704940
us_000573223,0.985936, 0.704940
us_000573221,0.985936, 0.704940
us_000558093,0.985936, 0.704940
us_000558961,0.985936, 0.704940
us_000507875,0.985936, 0.704940
us_000541001,0.985936, 0.704940
us_000573226,0.985936, 0.704940
us_000497174,0.985936, 0.704940
us_000507752,0.985936, 0.704940
us_000519667,0.985936, 0.705079
us_000486640,0.985936, 0.706065
us_000464708,0.985936, 0.706344
us_000496770,0.985936, 0.708238
us_000501977,0.985936, 0.708238
us_000500993,0.985936, 0.708238
us_000507475,0.985936, 0.708238
us_000522563,0.985936, 0.708238
us_000555754,0.985936, 0.708238
us_000576563,0.985936, 0.708238
us_000563654,0.985936, 0.708238
us_000500866,0.985936, 0.708238
us_000501688,0.985936, 0.708238
us_000491847,0.985936, 0.708238
us_000596783,0.985936, 0.708238
us_000595621,0.985936, 0.708441
us_000526095,0.985936, 0.708739
us_000263677,0.985936, 0.710025
us_000470458,0.985936, 0.711222
pr_001044993,0.985936, 0.711545
us_000552911,0.985936, 0.711545
us_000594576,0.985936, 0.711545
us_000479185,0.985936, 0.711545
us_000512397,0.985936, 0.711545
us_000496496,0.985936, 0.711545
us_000603731,0.985936, 0.711545
us_000593549,0.985936, 0.711545
us_000496227,0.985936, 0.711545
us_000523602,0.985936, 0.711545
us_000549588,0.985936, 0.711545
us_000489250,0.985936, 0.711545
us_000462978,0.985936, 0.711545
us_000561554,0.985936, 0.711545
us_000549589,0.985936, 0.711545
us_000554553,0.985936, 0.711545
us_000477455,0.985936, 0.712612
us_000466234,0.985936, 0.714859
us_000585326,0.985936, 0.714859
us_000538282,0.985936, 0.714859
us_000486095,0.985936, 0.714859
us_000557521,0.985936, 0.714859
us_000538308,0.985936, 0.714859
us_000462574,0.985936, 0.714859
us_000581731,0.985936, 0.714859
us_000537285,0.985936, 0.714859
us_000523030,0.985936, 0.714859
us_000593493,0.985936, 0.714859
us_000549778,0.985936, 0.714859
us_000495752,0.985936, 0.714859
us_000617548,0.985936, 0.714859
us_000469374,0.985936, 0.714859
us_000523032,0.985936, 0.714859
us_000603648,0.985936, 0.714859
us_000572352,0.985936, 0.714859
us_000535851,0.985936, 0.714859
us_000502063,0.985936, 0.714859
us_000564302,0.985936, 0.714859
us_000480802,0.985936, 0.714859
us_000538807,0.985936, 0.714859
us_000582308,0.985936, 0.714859
us_000509679,0.985936, 0.714859
us_000593520,0.985936, 0.714859
us_000511653,0.985936, 0.714859
us_000500585,0.985936, 0.714859
us_000472635,0.985936, 0.714859
us_000564330,0.985936, 0.714859
us_000460284,0.985936, 0.714859
us_000603733,0.985936, 0.714859
us_000503476,0.985936, 0.714859
us_000502541,0.985936, 0.714859
us_000471474,0.985936, 0.714859
us_000537300,0.985936, 0.714859
us_000500875,0.985936, 0.714859
us_000472449,0.985936, 0.714859
us_000538307,0.985936, 0.714859
us_000500748,0.985936, 0.714859
us_000574506,0.985936, 0.714859
us_000613782,0.985936, 0.714859
us_000533334,0.985936, 0.714859
us_000509541,0.985936, 0.714859
us_000471213,0.985936, 0.714859
us_000599914,0.985936, 0.714859
us_000511615,0.985936, 0.714859
us_000501764,0.985936, 0.714859
us_000558043,0.985936, 0.715359
us_000491785,0.985936, 0.715865
us_000458450,0.985936, 0.717240
us_000479381,0.985936, 0.717279
us_000580720,0.985936, 0.717510
us_000491320,0.985936, 0.717510
us_000540089,0.985936, 0.718180
us_000557089,0.985936, 0.718180
us_000616158,0.985936, 0.718180
us_000507618,0.985936, 0.718180
us_000468415,0.985936, 0.718180
us_000596673,0.985936, 0.718180
us_000557903,0.985936, 0.718180
us_000487172,0.985936, 0.718180
us_000596732,0.985936, 0.718180
us_000468421,0.985936, 0.718180
us_000472589,0.985936, 0.718180
us_000553070,0.985936, 0.718180
us_000534504,0.985936, 0.718180
us_000541148,0.985936, 0.718180
us_000486698,0.985936, 0.718180
us_000495824,0.985936, 0.718180
us_000616263,0.985936, 0.718180
us_000594742,0.985936, 0.718180
us_000555496,0.985936, 0.718180
us_000535345,0.985936, 0.718180
us_000591937,0.985936, 0.718180
us_000538104,0.985936, 0.718180
us_000476514,0.985936, 0.718180
us_000521566,0.985936, 0.718180
us_000500390,0.985936, 0.718180
us_000501658,0.985936, 0.718180
us_000586011,0.985936, 0.718180
us_000565779,0.985936, 0.718180
us_000469917,0.985936, 0.718180
us_000549237,0.985936, 0.718180
us_000582660,0.985936, 0.718180
us_000563824,0.985936, 0.718180
us_000557904,0.985936, 0.718180
us_000594746,0.985936, 0.718180
us_000566465,0.985936, 0.718180
us_000527228,0.985936, 0.718180
us_000479208,0.985936, 0.718180
us_000477066,0.985936, 0.718180
us_000531657,0.985936, 0.718180
us_000491787,0.985936, 0.718180
us_000600492,0.985936, 0.718180
us_000582606,0.985936, 0.718180
us_000550052,0.985936, 0.718180
us_000594747,0.985936, 0.718180
us_000596282,0.985936, 0.718180
us_000582561,0.985936, 0.718180
us_000574801,0.985936, 0.718180
us_000550167,0.985936, 0.718180
us_000501163,0.985936, 0.718180
us_000472662,0.985936, 0.718180
us_000509729,0.985936, 0.718180
us_000479339,0.985936, 0.718180
us_000495790,0.985936, 0.718180
us_000593424,0.985936, 0.718180
us_000556917,0.985936, 0.718180
us_000521883,0.985936, 0.718180
us_000524840,0.985936, 0.718180
us_000502088,0.985936, 0.718180
us_000487171,0.985936, 0.718180
us_000555828,0.985936, 0.718180
us_000591840,0.985936, 0.718180
us_000485732,0.985936, 0.718180
us_000491408,0.985936, 0.718180
us_000497224,0.985936, 0.718180
us_000612629,0.985936, 0.718180
us_000564366,0.985936, 0.718180
us_000501214,0.985936, 0.718180
us_000491837,0.985936, 0.718180
us_000536720,0.985936, 0.718180
us_000594761,0.985936, 0.718180
us_000594743,0.985936, 0.718180
us_000511326,0.985936, 0.718180
us_000469235,0.985936, 0.718180
us_000613769,0.985936, 0.718180
us_000551410,0.985936, 0.718180
us_000472924,0.985936, 0.718180
us_000551857,0.985936, 0.718180
us_000594744,0.985936, 0.718180
us_000478314,0.985936, 0.718180
us_000527224,0.985936, 0.718180
us_000600386,0.985936, 0.718180
us_000534746,0.985936, 0.718180
us_000582519,0.985936, 0.718180
us_000190619,0.985936, 0.718342
us_000588775,0.985936, 0.718681
us_000458463,0.985936, 0.720609
us_000461058,0.985936, 0.720609
us_000465223,0.985936, 0.720609
us_000603286,0.985936, 0.720609
us_000521529,0.985936, 0.721510
us_000474014,0.985936, 0.721510
us_000562727,0.985936, 0.721510
us_000488079,0.985936, 0.721510
us_000537190,0.985936, 0.721510
us_000476175,0.985936, 0.721510
us_000561817,0.985936, 0.721510
us_000563399,0.985936, 0.721510
us_000460061,0.985936, 0.721510
us_000463528,0.985936, 0.721510
us_000458454,0.985936, 0.721510
us_000526801,0.985936, 0.721510
us_000582444,0.985936, 0.721510
us_000600862,0.985936, 0.721510
us_000531240,0.985936, 0.721510
us_000460769,0.985936, 0.721510
us_000527249,0.985936, 0.721510
us_000487813,0.985936, 0.721510
us_000541130,0.985936, 0.721510
us_000612064,0.985936, 0.721510
us_000502432,0.985936, 0.721510
us_000501537,0.985936, 0.721510
us_000573252,0.985936, 0.721510
us_000612631,0.985936, 0.721510
us_000569874,0.985936, 0.721510
us_000501012,0.985936, 0.721510
us_000534814,0.985936, 0.721510
us_000511517,0.985936, 0.721510
us_000460751,0.985936, 0.721510
us_000612637,0.985936, 0.721510
us_000510027,0.985936, 0.721510
us_000574172,0.985936, 0.721510
us_000501932,0.985936, 0.721510
us_000579985,0.985936, 0.721510
us_000606364,0.985936, 0.721510
us_000492168,0.985936, 0.721510
us_000526930,0.985936, 0.721510
us_000468215,0.985936, 0.721510
us_000538054,0.985936, 0.721510
us_000476539,0.985936, 0.721510
us_000281500,0.985936, 0.721510
us_000530611,0.985936, 0.721510
us_000587594,0.985936, 0.721510
us_000492098,0.985936, 0.721510
us_000535557,0.985936, 0.721510
us_000557919,0.985936, 0.721510
us_000593860,0.985936, 0.721510
us_000612635,0.985936, 0.721510
us_000469150,0.985936, 0.721510
us_000581050,0.985936, 0.721510
us_000566347,0.985936, 0.721510
us_000531236,0.985936, 0.721510
us_000473508,0.985936, 0.721510
us_000565913,0.985936, 0.721510
us_000509487,0.985936, 0.721510
us_000537498,0.985936, 0.721510
us_000492104,0.985936, 0.721510
us_000359145,0.985936, 0.721510
us_000563391,0.985936, 0.721510
us_000614185,0.985936, 0.721510
us_000496064,0.985936, 0.721510
us_000582847,0.985936, 0.721510
us_000583873,0.985936, 0.721510
us_000509806,0.985936, 0.721510
us_000534272,0.985936, 0.721510
us_000549255,0.985936, 0.721510
us_000594059,0.985936, 0.721510
us_000507628,0.985936, 0.721510
us_000534843,0.985936, 0.721510
us_000495735,0.985936, 0.721510
us_000503251,0.985936, 0.721510
us_000579998,0.985936, 0.721510
us_000512091,0.985936, 0.721510
us_000509785,0.985936, 0.721510
us_000593009,0.985936, 0.721510
us_000534164,0.985936, 0.721510
us_000577060,0.985936, 0.721510
us_000521589,0.985936, 0.721510
us_000575751,0.985936, 0.721510
us_000552309,0.985936, 0.721510
us_000531355,0.985936, 0.721510
us_000577058,0.985936, 0.721510
us_000521776,0.985936, 0.721510
us_000519999,0.985936, 0.721510
us_000586092,0.985936, 0.721510
us_000261638,0.985936, 0.721510
us_000582479,0.985936, 0.721510
us_000615739,0.985936, 0.721510
us_000551409,0.985936, 0.721510
us_000460761,0.985936, 0.721510
us_000569349,0.985936, 0.721510
us_000612639,0.985936, 0.721510
us_000492170,0.985936, 0.721510
us_000562771,0.985936, 0.721510
us_000573230,0.985936, 0.721510
us_000612660,0.985936, 0.721510
us_000486520,0.985936, 0.721510
us_000525657,0.985936, 0.721510
us_000463482,0.985936, 0.721510
us_000508502,0.985936, 0.721510
us_000577726,0.985936, 0.721510
us_000577569,0.985936, 0.721510
us_000519091,0.985936, 0.721510
us_000557460,0.985936, 0.721510
us_000546430,0.985936, 0.721510
us_000580047,0.985936, 0.721510
us_000572479,0.985936, 0.721510
us_000583872,0.985936, 0.721510
us_000595635,0.985936, 0.721510
us_000521829,0.985936, 0.721510
us_000594033,0.985936, 0.721510
us_000500728,0.985936, 0.721510
us_000606795,0.985936, 0.721510
us_000460106,0.985936, 0.721510
us_000609884,0.985936, 0.721510
us_000580011,0.985936, 0.721510
us_000486790,0.985936, 0.721510
us_000573135,0.985936, 0.721510
us_000569403,0.985936, 0.721510
us_000527260,0.985936, 0.721510
us_000520024,0.985936, 0.721510
us_000591358,0.985936, 0.721510
us_000508629,0.985936, 0.721510
us_000580599,0.985936, 0.721510
us_000580046,0.985936, 0.721510
us_000548792,0.985936, 0.721510
us_000509783,0.985936, 0.721510
us_000554607,0.985936, 0.721510
us_000557023,0.985936, 0.721510
us_000241209,0.985936, 0.721510
us_000513074,0.985936, 0.721510
us_000579987,0.985936, 0.721510
us_000495706,0.985936, 0.721510
us_000563964,0.985936, 0.721510
us_000476534,0.985936, 0.721510
us_000475473,0.985936, 0.721510
us_000570524,0.985936, 0.721510
us_000546473,0.985936, 0.721510
us_000616660,0.985936, 0.721510
us_000479174,0.985936, 0.721510
us_000606712,0.985936, 0.721510
us_000525861,0.985936, 0.721510
us_000585913,0.985936, 0.721510
us_000615003,0.985936, 0.721510
us_000265813,0.985936, 0.721510
us_000526739,0.985936, 0.721510
us_000487767,0.985936, 0.721510
us_000492085,0.985936, 0.721510
us_000586093,0.985936, 0.721510
us_000530689,0.985936, 0.721510
us_000519425,0.985936, 0.721510
us_000569354,0.985936, 0.721510
us_000527903,0.985936, 0.721510
us_000580009,0.985936, 0.721510
us_000550188,0.985936, 0.721510
us_000549161,0.985936, 0.721510
us_000496257,0.985936, 0.721510
us_000468948,0.985936, 0.721629
us_000459558,0.985936, 0.721721
us_000512907,0.985936, 0.722532
us_000486560,0.985936, 0.722532
us_000466773,0.985936, 0.722532
us_000521844,0.985936, 0.722532
us_000481857,0.985936, 0.722601
us_000458914,0.985936, 0.722685
us_000545653,0.985936, 0.723010
us_000460522,0.985936, 0.723186
us_000486607,0.985936, 0.723946
us_000382464,0.985936, 0.723946
us_000480452,0.985936, 0.723946
us_000271938,0.985936, 0.723946
us_000458904,0.985936, 0.724424
us_000479265,0.985936, 0.724687
us_000466313,0.985936, 0.724821
us_000509779,0.985936, 0.724847
us_000555866,0.985936, 0.724847
us_000487578,0.985936, 0.724847
us_000568859,0.985936, 0.724847
us_000523316,0.985936, 0.724847
us_000594139,0.985936, 0.724847
us_000591075,0.985936, 0.724847
us_000559311,0.985936, 0.724847
us_000525650,0.985936, 0.724847
us_000497130,0.985936, 0.724847
us_000594321,0.985936, 0.724847
us_000594324,0.985936, 0.724847
us_000594327,0.985936, 0.724847
us_000556899,0.985936, 0.724847
us_000574040,0.985936, 0.724847
us_000556937,0.985936, 0.724847
us_000607348,0.985936, 0.724847
us_000614950,0.985936, 0.724847
us_000467941,0.985936, 0.724847
us_000583871,0.985936, 0.724847
us_000566405,0.985936, 0.724847
us_000566408,0.985936, 0.724847
us_000525985,0.985936, 0.724847
us_000591242,0.985936, 0.724847
us_000573527,0.985936, 0.724847
us_000595898,0.985936, 0.724847
us_000612384,0.985936, 0.724847
us_000479042,0.985936, 0.724847
us_000605725,0.985936, 0.724847
us_000490635,0.985936, 0.724847
us_000463191,0.985936, 0.724847
us_000479060,0.985936, 0.724847
us_000523054,0.985936, 0.724847
us_000528097,0.985936, 0.724847
us_000566257,0.985936, 0.724847
us_000600170,0.985936, 0.724847
us_000582343,0.985936, 0.724847
us_000566254,0.985936, 0.724847
us_000612471,0.985936, 0.724847
us_000521941,0.985936, 0.724847
us_000525760,0.985936, 0.724847
us_000527153,0.985936, 0.724847
us_000612781,0.985936, 0.724847
us_000468356,0.985936, 0.724847
us_000468501,0.985936, 0.724847
us_000474997,0.985936, 0.724847
us_000546360,0.985936, 0.724847
us_000520903,0.985936, 0.724847
us_000556654,0.985936, 0.724847
us_000605552,0.985936, 0.724847
us_000526094,0.985936, 0.724847
us_000493091,0.985936, 0.724847
us_000596199,0.985936, 0.724847
us_000460311,0.985936, 0.724847
pr_001728896,0.985936, 0.724847
us_000573303,0.985936, 0.724847
us_000577170,0.985936, 0.724847
us_000498871,0.985936, 0.724847
us_000509868,0.985936, 0.724847
us_000520037,0.985936, 0.724847
us_000530422,0.985936, 0.724847
us_000597433,0.985936, 0.724847
us_000583570,0.985936, 0.724847
us_000546191,0.985936, 0.724847
us_000580014,0.985936, 0.724847
us_000577574,0.985936, 0.724847
us_000499104,0.985936, 0.724847
