Product ID : 2060 # of JPs covered : 1 : 362 : LoanDoc-TermsTrends, 
us_000523565,0.561995, 0.018230
us_000608033,0.561995, 0.018284
us_000600572,0.561995, 0.019531
us_000611342,0.561995, 0.021463
us_000579339,0.561995, 0.022160
us_000579160,0.561995, 0.023122
us_000431116,0.561995, 0.023269
us_000513760,0.561995, 0.024508
us_000571944,0.561995, 0.026295
us_000596144,0.561995, 0.029004
us_000586453,0.561995, 0.036268
us_000550150,0.561995, 0.045015
us_000472455,0.561995, 0.050919
us_000485280,0.561995, 0.051443
us_000594684,0.561995, 0.054916
us_000495479,0.561995, 0.058360
us_000583838,0.561995, 0.077368
us_000591785,0.561995, 0.086663
us_000494786,0.561995, 0.087406
us_000572942,0.561995, 0.226541
us_000468511,0.561995, 0.383742
us_000494246,0.561995, 0.554778
us_000537448,0.561995, 0.791288
us_000590988,0.561995, 1.357762
us_000494442,0.561995, 4.482062
us_000578981,0.561995, 4.484226
us_000494291,0.561995, 4.742535
us_000592722,0.561995, 7.913875
us_000125898,0.347934, 0.000000
us_000476864,0.347934, 0.000000
us_000475710,0.347934, 0.000000
us_000475265,0.347934, 0.000000
us_000454651,0.347934, 0.000000
us_000476350,0.347934, 0.000000
us_000470605,0.347934, 0.000000
us_000476324,0.347934, 0.000000
us_000475740,0.347934, 0.000000
us_000475313,0.347934, 0.000000
us_000467248,0.347934, 0.000000
us_000467223,0.347934, 0.000000
us_000473159,0.347934, 0.000000
us_000475033,0.347934, 0.000000
us_000467224,0.347934, 0.000000
us_000508179,0.347934, 0.000000
pr_001668386,0.347934, 0.000000
us_000470086,0.347934, 0.000000
pr_000829070,0.347934, 0.000000
pr_000724891,0.347934, 0.000000
pr_001659233,0.347934, 0.000000
pr_001094461,0.347934, 0.000001
us_000467788,0.347934, 0.000002
us_000525923,0.347934, 0.000002
us_000569909,0.347934, 0.000002
us_000529839,0.347934, 0.000002
us_000493967,0.347934, 0.000002
us_000528093,0.347934, 0.000002
us_000544366,0.347934, 0.000002
us_000561286,0.347934, 0.000002
us_000515161,0.347934, 0.000002
us_000551346,0.347934, 0.000002
us_000572124,0.347934, 0.000002
us_000533287,0.347934, 0.000004
pr_000992583,0.347934, 0.000006
pr_001062915,0.347934, 0.000006
pr_000654439,0.347934, 0.000006
pr_001666683,0.347934, 0.000008
pr_000204501,0.347934, 0.000008
pr_000353389,0.347934, 0.000010
us_000525838,0.347934, 0.000014
pr_000922829,0.347934, 0.000026
us_000459957,0.347934, 0.000029
us_000466917,0.347934, 0.000045
pr_001396113,0.347934, 0.000045
pr_001863770,0.347934, 0.000057
us_000512623,0.347934, 0.000058
pr_000214617,0.347934, 0.000068
us_000571760,0.347934, 0.000084
pr_000651867,0.347934, 0.000085
us_000495743,0.347934, 0.000098
pr_000979242,0.347934, 0.000120
us_000519733,0.347934, 0.000151
pr_000654741,0.347934, 0.000189
us_000602929,0.347934, 0.000215
pr_001043964,0.347934, 0.000322
us_000559749,0.347934, 0.000334
pr_000856808,0.347934, 0.000401
pr_000877373,0.347934, 0.000481
pr_001804945,0.347934, 0.000518
pr_000641864,0.347934, 0.000551
us_000468733,0.347934, 0.000576
us_000510902,0.347934, 0.000592
pr_001659572,0.347934, 0.000615
us_000533975,0.347934, 0.000908
pr_000993660,0.347934, 0.001023
pr_001620362,0.347934, 0.001388
pr_000825523,0.347934, 0.001451
us_000499533,0.347934, 0.001574
pr_000697292,0.347934, 0.001640
us_000523410,0.347934, 0.012144
us_000500138,0.347934, 0.013754
us_000500462,0.347934, 0.014014
us_000467070,0.347934, 0.022070
us_000570107,0.347934, 0.025947
us_000551929,0.347934, 0.028690
us_000554681,0.347934, 0.039017
us_000502916,0.347934, 0.043698
us_000129357,0.347934, 0.047213
us_000028057,0.347934, 0.050054
us_000458632,0.347934, 0.061789
us_000435759,0.347934, 0.075212
us_000586742,0.347934, 0.306978
us_000430456,0.347934, 1.038287
us_000556005,0.315075, 0.000000
us_000561867,0.315075, 0.000000
us_000583571,0.315075, 0.000000
us_000609869,0.315075, 0.000000
us_000587702,0.315075, 0.000000
us_000614230,0.315075, 0.000000
us_000594589,0.315075, 0.000000
us_000564486,0.315075, 0.000000
us_000608585,0.315075, 0.000000
us_000571941,0.315075, 0.000000
us_000526673,0.315075, 0.000000
us_000514465,0.315075, 0.000000
us_000615324,0.315075, 0.000000
us_000520659,0.315075, 0.000000
us_000518872,0.315075, 0.000000
us_000510383,0.315075, 0.000000
us_000557045,0.315075, 0.000000
us_000483302,0.315075, 0.000000
us_000566511,0.315075, 0.000000
us_000480554,0.315075, 0.000000
us_000484897,0.315075, 0.000000
us_000568936,0.315075, 0.000000
us_000481478,0.315075, 0.000000
pr_001198356,0.315075, 0.000000
us_000459965,0.315075, 0.000000
us_000561609,0.315075, 0.000000
pr_000512936,0.315075, 0.000001
pr_000553708,0.315075, 0.000001
pr_000525022,0.315075, 0.000001
us_000566717,0.315075, 0.000005
us_000488177,0.315075, 0.000005
us_000555845,0.315075, 0.000005
pr_000547930,0.315075, 0.000006
pr_001159357,0.315075, 0.000006
us_000590277,0.315075, 0.000007
us_000566916,0.315075, 0.000008
us_000558506,0.315075, 0.000008
us_000589284,0.315075, 0.000015
us_000582837,0.315075, 0.000240
us_000596575,0.315075, 0.000686
us_000609144,0.315075, 0.000794
us_000584686,0.315075, 0.000828
us_000617081,0.315075, 0.000863
us_000579349,0.315075, 0.001431
us_000599987,0.315075, 0.001849
us_000599695,0.315075, 0.001849
us_000572177,0.315075, 0.002521
us_000549376,0.315075, 0.003183
us_000598769,0.315075, 0.003353
us_000584434,0.315075, 0.004975
us_000501268,0.315075, 0.007158
us_000523697,0.315075, 0.016723
us_000580430,0.315075, 0.030038
us_000496334,0.315075, 0.048682
us_000468274,0.315075, 4.406743
us_000553362,0.315075, 4.538523
us_000523992,0.315075, 5.194504
us_000547588,0.315075, 5.391441
us_000539626,0.315075, 6.676672
us_000535163,0.315075, 6.939778
us_000460249,0.315075, 7.183022
us_000524201,0.315075, 7.585209
us_000553375,0.315075, 8.848219
us_000472338,0.279402, 0.000000
us_000471243,0.279402, 0.000000
us_000515758,0.279402, 0.000000
pr_000735974,0.279402, 0.000001
pr_002006777,0.279402, 0.000001
us_000525240,0.279402, 0.000001
us_000464409,0.279402, 0.000002
us_000539301,0.279402, 0.000002
us_000541449,0.279402, 0.000002
pr_000750203,0.279402, 0.000004
pr_001894874,0.279402, 0.000006
us_000537888,0.279402, 0.000009
pr_002066217,0.279402, 0.000014
us_000510426,0.279402, 0.000023
us_000518842,0.279402, 0.000030
pr_001963351,0.279402, 0.000036
pr_001930435,0.279402, 0.000036
us_000537897,0.279402, 0.000061
us_000537922,0.279402, 0.000061
pr_001884506,0.279402, 0.000087
us_000503686,0.279402, 0.000159
us_000519328,0.279402, 0.000248
us_000441576,0.279402, 0.000263
us_000508831,0.279402, 0.000349
us_000512067,0.279402, 0.000349
us_000508799,0.279402, 0.000349
pr_001021085,0.279402, 0.000371
us_000521577,0.279402, 0.000510
us_000550742,0.279402, 0.000547
pr_000791139,0.279402, 0.000562
pr_001089198,0.279402, 0.000562
pr_000822658,0.279402, 0.000562
pr_000744957,0.279402, 0.000610
us_000484930,0.279402, 0.000615
pr_000886452,0.279402, 0.000629
pr_000880013,0.279402, 0.000629
us_000463914,0.279402, 0.000642
pr_000274758,0.279402, 0.000660
us_000542656,0.279402, 0.000807
pr_000289167,0.279402, 0.000914
pr_001611410,0.279402, 0.000931
us_000466827,0.279402, 0.000948
us_000539375,0.279402, 0.000987
pr_000562899,0.279402, 0.001170
us_000467129,0.279402, 0.001461
us_000599052,0.279402, 0.002507
us_000509297,0.279402, 0.003076
us_000486085,0.279402, 0.003112
us_000520640,0.279402, 0.003294
us_000492918,0.279402, 0.003344
us_000543433,0.279402, 0.003416
pr_001018053,0.279402, 0.003455
us_000535835,0.279402, 0.003694
us_000537949,0.279402, 0.005143
us_000106058,0.279402, 0.005842
us_000580820,0.279402, 0.007428
us_000559191,0.279402, 0.007515
us_000515699,0.279402, 0.007522
us_000542328,0.279402, 0.007790
us_000598055,0.279402, 0.008061
us_000506858,0.279402, 0.008871
us_000568739,0.279402, 0.010266
us_000567553,0.279402, 0.010913
us_000568680,0.279402, 0.011957
us_000470418,0.279402, 0.012760
us_000533657,0.279402, 0.012852
us_000542961,0.279402, 0.014734
us_000487783,0.279402, 0.017237
us_000498982,0.279402, 0.017759
us_000557514,0.279402, 0.017989
us_000566715,0.279402, 0.019626
us_000575454,0.279402, 0.020177
us_000163426,0.279402, 0.023441
us_000480432,0.279402, 0.026936
us_000472790,0.279402, 0.035748
us_000589732,0.279402, 0.043366
us_000525393,0.279402, 0.044941
us_000568938,0.279402, 0.050226
us_000480335,0.279402, 0.050962
us_000495291,0.279402, 0.056536
us_000589275,0.279402, 0.073321
us_000579268,0.279402, 0.081077
us_000494628,0.279402, 0.103556
us_000495488,0.279402, 0.162111
us_000482659,0.279402, 0.169227
us_000553948,0.279402, 0.228592
pr_001081868,0.225976, 0.000000
us_000524844,0.225976, 0.000000
us_000187548,0.225976, 0.000000
us_000116201,0.225976, 0.000000
us_000562704,0.225976, 0.000000
us_000468148,0.225976, 0.000017
pr_002095268,0.225976, 0.000025
pr_001823224,0.225976, 0.000031
pr_000889971,0.225976, 0.000076
pr_000884335,0.225976, 0.000115
pr_000814232,0.225976, 0.000157
pr_000805843,0.225976, 0.000187
pr_000770983,0.225976, 0.000258
pr_000983884,0.225976, 0.000270
pr_001681920,0.225976, 0.000277
pr_000726426,0.225976, 0.000319
pr_001664728,0.225976, 0.000328
pr_000260630,0.225976, 0.000359
us_000591903,0.225976, 0.000670
us_000563180,0.225976, 0.000694
us_000569836,0.225976, 0.000716
pr_001093178,0.225976, 0.000777
us_000476528,0.225976, 0.001135
us_000595305,0.225976, 0.001135
us_000579640,0.225976, 0.001135
pr_000633078,0.225976, 0.002347
us_000477437,0.225976, 0.004063
us_000460762,0.225976, 0.007619
us_000494305,0.225976, 0.008631
us_000181778,0.225976, 0.008897
us_000478966,0.225976, 0.011686
us_000584559,0.225976, 0.012204
us_000587855,0.225976, 0.016007
us_000106035,0.225976, 0.096808
us_000480173,0.225976, 0.115460
us_000571881,0.225976, 0.155466
us_000537681,0.225976, 0.183126
us_000572304,0.225976, 0.272874
us_000532708,0.225976, 0.320339
us_000584752,0.225976, 1.202243
us_000589426,0.225976, 1.237603
us_000453151,0.225976, 1.305815
us_000515838,0.225976, 1.306397
us_000528051,0.225976, 1.311402
us_000484346,0.225976, 1.336048
us_000525931,0.225976, 1.383639
us_000565288,0.225976, 1.431514
us_000477035,0.225976, 1.449885
us_000476419,0.225976, 1.458725
us_000570255,0.225976, 1.469718
us_000488227,0.225976, 1.472339
us_000476926,0.225976, 1.472358
us_000587632,0.225976, 1.490837
us_000527826,0.225976, 1.495191
us_000438134,0.225976, 1.497668
us_000512863,0.225976, 1.508054
us_000500250,0.225976, 1.534974
us_000476594,0.225976, 1.540802
us_000550906,0.225976, 1.546469
us_000529887,0.225976, 1.547749
us_000574549,0.225976, 1.553517
us_000566708,0.225976, 1.555681
us_000559133,0.225976, 1.562574
us_000208773,0.225976, 1.564238
us_000571876,0.225976, 1.584323
us_000533335,0.225976, 1.584562
us_000529835,0.225976, 1.585538
us_000589457,0.225976, 1.585974
us_000525954,0.225976, 1.586259
us_000512473,0.225976, 1.595750
us_000278364,0.225976, 1.614762
us_000579480,0.225976, 1.620840
us_000488312,0.225976, 1.628777
us_000584762,0.225976, 1.665212
us_000506942,0.225976, 1.776647
us_000507129,0.225976, 1.854401
us_000473610,0.225976, 2.104646
us_000482864,0.225976, 2.292598
us_000491075,0.225976, 2.372517
us_000598519,0.225976, 2.882855
us_000540035,0.222904, 0.000000
pr_000651906,0.222904, 0.000002
us_000512920,0.222904, 0.000019
pr_001149774,0.222904, 0.000088
us_000501143,0.222904, 0.000103
us_000498349,0.222904, 0.000103
us_000502654,0.222904, 0.000103
pr_000903050,0.222904, 0.000117
pr_001806616,0.222904, 0.000128
pr_000930785,0.222904, 0.000151
pr_000874577,0.222904, 0.000151
pr_001134915,0.222904, 0.000154
pr_002077351,0.222904, 0.000154
pr_001961003,0.222904, 0.000154
pr_001029050,0.222904, 0.000246
pr_000627459,0.222904, 0.000430
us_000500588,0.222904, 0.000507
us_000522052,0.222904, 0.000673
us_000610450,0.222904, 0.000689
us_000594830,0.222904, 0.000693
us_000612430,0.222904, 0.000733
pr_000756997,0.222904, 0.001035
us_000588669,0.222904, 0.001129
us_000577052,0.222904, 0.001609
us_000610119,0.222904, 0.002575
us_000609931,0.222904, 0.002576
us_000609127,0.222904, 0.002666
us_000614799,0.222904, 0.003224
us_000555086,0.222904, 0.003426
us_000609010,0.222904, 0.004445
pr_002230237,0.222904, 0.007885
us_000552066,0.222904, 0.012105
us_000607956,0.222904, 0.061227
us_000601185,0.222904, 0.080645
us_000531682,0.222904, 2.149151
us_000523277,0.222904, 2.308396
us_000532872,0.222904, 2.335972
us_000504410,0.222904, 2.907133
pr_001808080,0.204073, 0.000000
pr_001887259,0.204073, 0.000000
pr_001939003,0.204073, 0.000000
pr_001723260,0.204073, 0.000000
pr_001780997,0.204073, 0.000000
pr_002015461,0.204073, 0.000000
pr_001806660,0.204073, 0.000000
pr_002001468,0.204073, 0.000000
pr_001809086,0.204073, 0.000000
pr_002027453,0.204073, 0.000000
pr_001789866,0.204073, 0.000000
pr_001782314,0.204073, 0.000000
pr_001784218,0.204073, 0.000000
pr_001887074,0.204073, 0.000000
pr_001893720,0.204073, 0.000000
pr_002014622,0.204073, 0.000000
pr_001887909,0.204073, 0.000000
pr_001803592,0.204073, 0.000000
pr_002036846,0.204073, 0.000000
pr_001855520,0.204073, 0.000000
pr_002038214,0.204073, 0.000000
pr_001789345,0.204073, 0.000000
pr_001888505,0.204073, 0.000000
pr_001788807,0.204073, 0.000000
pr_001939377,0.204073, 0.000000
pr_001883045,0.204073, 0.000000
pr_001778720,0.204073, 0.000000
pr_001807085,0.204073, 0.000000
pr_001942498,0.204073, 0.000000
pr_001778570,0.204073, 0.000000
pr_002045860,0.204073, 0.000000
pr_000748519,0.204073, 0.000000
pr_001785022,0.204073, 0.000000
pr_002041730,0.204073, 0.000000
pr_001801550,0.204073, 0.000000
pr_001940739,0.204073, 0.000000
pr_002046720,0.204073, 0.000000
pr_001894852,0.204073, 0.000000
pr_001778701,0.204073, 0.000000
pr_001779428,0.204073, 0.000000
pr_001888259,0.204073, 0.000000
pr_002046045,0.204073, 0.000000
pr_001893310,0.204073, 0.000000
pr_001851210,0.204073, 0.000000
pr_001804044,0.204073, 0.000000
pr_001789882,0.204073, 0.000000
pr_001790182,0.204073, 0.000000
pr_001787742,0.204073, 0.000000
pr_001808991,0.204073, 0.000000
pr_001778244,0.204073, 0.000000
pr_001864165,0.204073, 0.000000
pr_001775957,0.204073, 0.000000
pr_001782096,0.204073, 0.000000
pr_001801516,0.204073, 0.000000
pr_001792214,0.204073, 0.000000
pr_001790475,0.204073, 0.000000
pr_001801960,0.204073, 0.000000
pr_001792243,0.204073, 0.000000
pr_001776950,0.204073, 0.000000
pr_001888383,0.204073, 0.000000
pr_001854092,0.204073, 0.000000
pr_001775158,0.204073, 0.000000
pr_001800718,0.204073, 0.000000
pr_001886976,0.204073, 0.000000
pr_002045508,0.204073, 0.000000
pr_002046060,0.204073, 0.000000
pr_001939951,0.204073, 0.000000
pr_001888076,0.204073, 0.000000
pr_002044527,0.204073, 0.000000
pr_001807756,0.204073, 0.000000
pr_001853070,0.204073, 0.000000
pr_002039158,0.204073, 0.000000
pr_001949354,0.204073, 0.000000
pr_002079977,0.204073, 0.000000
pr_001983418,0.204073, 0.000000
pr_001417964,0.204073, 0.000000
pr_002155532,0.204073, 0.000000
pr_001950046,0.204073, 0.000000
pr_000419929,0.204073, 0.000000
pr_000227784,0.204073, 0.000000
pr_001907687,0.204073, 0.000000
pr_000416456,0.204073, 0.000000
pr_000787486,0.204073, 0.000000
pr_000962802,0.204073, 0.000000
pr_002159957,0.204073, 0.000000
pr_001015676,0.204073, 0.000000
pr_001764356,0.204073, 0.000000
pr_001669504,0.204073, 0.000000
pr_000321042,0.204073, 0.000000
pr_002161109,0.204073, 0.000000
pr_000426131,0.204073, 0.000000
pr_000889566,0.204073, 0.000000
pr_001899472,0.204073, 0.000000
pr_001981636,0.204073, 0.000000
pr_000013887,0.204073, 0.000000
pr_000418004,0.204073, 0.000000
pr_001075554,0.204073, 0.000000
pr_000783849,0.204073, 0.000000
pr_002067179,0.204073, 0.000000
pr_002159986,0.204073, 0.000000
pr_001935962,0.204073, 0.000000
pr_000024315,0.204073, 0.000000
pr_001719205,0.204073, 0.000000
pr_001096969,0.204073, 0.000000
pr_000426594,0.204073, 0.000000
pr_001691496,0.204073, 0.000000
pr_002160037,0.204073, 0.000000
pr_001967259,0.204073, 0.000000
pr_002082631,0.204073, 0.000000
pr_001735013,0.204073, 0.000000
pr_000624374,0.204073, 0.000000
pr_002169387,0.204073, 0.000000
pr_001955073,0.204073, 0.000000
pr_001602856,0.204073, 0.000000
pr_001739022,0.204073, 0.000000
pr_000217600,0.204073, 0.000000
pr_001902389,0.204073, 0.000000
pr_002072168,0.204073, 0.000000
pr_001025461,0.204073, 0.000000
pr_001906052,0.204073, 0.000000
pr_002195202,0.204073, 0.000000
pr_000312107,0.204073, 0.000000
pr_000980070,0.204073, 0.000000
pr_000833285,0.204073, 0.000000
pr_000940023,0.204073, 0.000000
pr_002192204,0.204073, 0.000000
pr_000100881,0.204073, 0.000000
pr_000311069,0.204073, 0.000000
pr_001870854,0.204073, 0.000000
pr_000742101,0.204073, 0.000000
pr_000107153,0.204073, 0.000000
pr_000997378,0.204073, 0.000000
pr_000995430,0.204073, 0.000000
pr_001927824,0.204073, 0.000000
pr_000019526,0.204073, 0.000000
pr_002159674,0.204073, 0.000000
pr_001911149,0.204073, 0.000000
pr_001093925,0.204073, 0.000000
pr_001095196,0.204073, 0.000000
pr_001898355,0.204073, 0.000000
pr_000741488,0.204073, 0.000000
pr_000802855,0.204073, 0.000000
pr_002056314,0.204073, 0.000000
pr_000740839,0.204073, 0.000000
pr_001667457,0.204073, 0.000000
pr_000084796,0.204073, 0.000000
us_000520972,0.204073, 0.000000
us_000481566,0.204073, 0.000001
us_000493215,0.204073, 0.000001
pr_000400779,0.204073, 0.000001
pr_000740472,0.204073, 0.000001
pr_001781451,0.204073, 0.000002
pr_001782739,0.204073, 0.000002
pr_001014403,0.204073, 0.000006
pr_000012178,0.204073, 0.000006
pr_000082908,0.204073, 0.000011
pr_000567537,0.204073, 0.000015
pr_000964904,0.204073, 0.000033
us_000608112,0.204073, 0.000170
us_000606342,0.204073, 0.000194
us_000600360,0.204073, 0.000351
us_000571677,0.204073, 0.000408
us_000466616,0.204073, 0.012021
us_000518119,0.204073, 2.640129
us_000533917,0.204073, 2.854441
us_000260693,0.204073, 3.157577
us_000574580,0.204073, 3.366055
us_000534001,0.204073, 3.397267
us_000567566,0.204073, 3.476426
us_000524059,0.204073, 3.486218
us_000518065,0.204073, 3.494004
us_000524097,0.204073, 3.501140
us_000504096,0.204073, 3.572701
us_000496476,0.204073, 3.581113
us_000534125,0.204073, 3.585050
us_000546909,0.204073, 3.615952
us_000462223,0.204073, 3.623647
us_000534042,0.204073, 3.653504
us_000462225,0.204073, 3.668966
us_000141464,0.204073, 3.672641
us_000593911,0.204073, 3.775726
us_000506964,0.204073, 3.966600
us_000574935,0.204073, 4.106942
us_000534572,0.200839, 0.000000
us_000516149,0.200839, 0.000000
us_000539508,0.200839, 0.000000
us_000508884,0.200839, 0.000000
us_000492450,0.200839, 0.000000
us_000493872,0.200839, 0.000000
pr_002080674,0.200839, 0.000000
pr_001662580,0.200839, 0.000000
pr_001924575,0.200839, 0.000000
pr_001027650,0.200839, 0.000000
us_000478923,0.200839, 0.000000
us_000560731,0.200839, 0.000000
us_000528723,0.200839, 0.000000
us_000495469,0.200839, 0.000000
us_000535804,0.200839, 0.000000
us_000546890,0.200839, 0.000001
pr_001076612,0.200839, 0.000001
pr_000162877,0.200839, 0.000001
pr_000946800,0.200839, 0.000001
pr_000584044,0.200839, 0.000001
pr_000701602,0.200839, 0.000016
pr_001752271,0.200839, 0.000026
pr_000850946,0.200839, 0.000033
pr_001775012,0.200839, 0.000052
pr_000880109,0.200839, 0.000064
pr_001047926,0.200839, 0.000081
pr_000835333,0.200839, 0.000088
us_000498495,0.200839, 0.000262
pr_000975720,0.200839, 0.000269
us_000544112,0.200839, 0.000309
us_000453116,0.200839, 0.000842
us_000475064,0.200839, 0.000968
us_000487678,0.200839, 0.001397
us_000514940,0.200839, 0.001467
pr_000401350,0.200839, 0.001512
us_000460252,0.200839, 0.003781
us_000482306,0.200839, 0.004822
pr_001399156,0.200839, 0.005275
us_000494655,0.200839, 0.007612
us_000521885,0.200839, 0.009760
us_000335496,0.200839, 0.010994
us_000509438,0.200839, 0.018867
us_000386049,0.200839, 0.021989
us_000183256,0.200839, 0.062180
us_000500796,0.168136, 0.000000
pr_001708016,0.168136, 0.000000
pr_000347321,0.168136, 0.000025
us_000554989,0.168136, 0.000055
us_000474038,0.168136, 0.000081
pr_000992116,0.168136, 0.000101
us_000562351,0.168136, 0.000109
us_000484459,0.168136, 0.000131
us_000035002,0.168136, 0.000131
us_000468571,0.168136, 0.000607
us_000477177,0.168136, 0.000757
us_000467797,0.168136, 0.002155
us_000470665,0.168136, 0.049782
us_000536363,0.168136, 0.237095
us_000563610,0.168136, 1.603246
us_000484144,0.168136, 1.930516
us_000588435,0.168136, 1.940181
us_000491353,0.168136, 2.108172
us_000583568,0.168136, 2.136757
us_000519538,0.168136, 2.187341
us_000597181,0.168136, 2.187347
us_000577725,0.168136, 2.209202
us_000483238,0.168136, 2.254474
us_000531831,0.168136, 2.269098
us_000535150,0.168136, 2.316240
us_000569917,0.168136, 2.476861
us_000543551,0.168136, 2.519060
us_000597203,0.168136, 2.544502
us_000541636,0.168136, 2.550375
us_000541637,0.168136, 2.571108
us_000482021,0.168136, 2.702424
us_000483167,0.168136, 2.715072
us_000572133,0.168136, 2.755579
us_000143088,0.168136, 2.763723
pr_000815375,0.138470, 0.000000
us_000222681,0.138470, 0.000001
us_000464555,0.138470, 0.000001
us_000459719,0.138470, 0.000001
us_000476950,0.138470, 0.000001
us_000550551,0.138470, 0.000001
us_000503609,0.138470, 0.000001
us_000118389,0.138470, 0.000001
us_000458996,0.138470, 0.000001
us_000483211,0.138470, 0.000001
us_000458557,0.138470, 0.000001
us_000564950,0.138470, 0.000001
us_000127683,0.138470, 0.000001
us_000485510,0.138470, 0.000001
us_000477716,0.138470, 0.000001
us_000498262,0.138470, 0.000001
us_000459865,0.138470, 0.000001
us_000472371,0.138470, 0.000001
us_000458766,0.138470, 0.000001
us_000478674,0.138470, 0.000001
us_000474761,0.138470, 0.000001
us_000488997,0.138470, 0.000001
us_000458685,0.138470, 0.000001
us_000474263,0.138470, 0.000001
us_000051293,0.138470, 0.000001
us_000493164,0.138470, 0.000001
us_000500533,0.138470, 0.000001
us_000259105,0.138470, 0.000001
us_000563890,0.138470, 0.000001
us_000506662,0.138470, 0.000001
us_000506035,0.138470, 0.000002
pr_000762444,0.138470, 0.000003
pr_000765291,0.138470, 0.000006
us_000555788,0.138470, 0.000014
us_000481970,0.138470, 0.000014
us_000492365,0.138470, 0.000014
us_000564083,0.138470, 0.000014
us_000533126,0.138470, 0.000015
us_000613819,0.138470, 0.000027
us_000452165,0.138470, 0.000030
pr_001875570,0.138470, 0.000037
us_000550195,0.138470, 0.000038
us_000591898,0.138470, 0.000060
pr_000290742,0.138470, 0.000121
us_000480138,0.138470, 0.000397
pr_002081041,0.138470, 0.000433
us_000562944,0.138470, 0.001115
us_000471675,0.138470, 0.001117
us_000493938,0.138470, 0.001642
us_000230803,0.138470, 0.002455
us_000481214,0.138470, 0.002467
us_000589824,0.138470, 0.003105
us_000590075,0.138470, 0.006217
us_000591738,0.138470, 0.008062
us_000528381,0.138470, 0.008178
us_000564004,0.138470, 0.011864
us_000581121,0.138470, 0.016336
us_000518874,0.138470, 0.017066
us_000529065,0.138470, 0.017811
us_000529401,0.138470, 0.019960
us_000563683,0.138470, 0.022533
us_000530869,0.138470, 0.031560
us_000512515,0.138470, 0.076988
us_000504308,0.138470, 0.096200
us_000458943,0.138470, 8.278928
us_000484291,0.000613, 0.000000
us_000462519,0.000613, 0.000001
us_000463986,0.000613, 0.000001
us_000463258,0.000613, 0.000001
us_000478463,0.000613, 0.000001
us_000490184,0.000613, 0.000001
us_000525239,0.000613, 0.000001
us_000535453,0.000613, 0.000001
us_000463405,0.000613, 0.000001
us_000464072,0.000613, 0.000001
us_000468406,0.000613, 0.000001
us_000461244,0.000613, 0.000001
us_000491745,0.000613, 0.000001
us_000566726,0.000613, 0.000008
us_000566887,0.000613, 0.000008
us_000566924,0.000613, 0.000008
us_000484256,0.000613, 0.000008
us_000488861,0.000613, 0.000008
us_000566724,0.000613, 0.000008
us_000489707,0.000613, 0.000010
us_000484299,0.000613, 0.000012
us_000475481,0.000613, 0.000015
us_000475261,0.000613, 0.001189
us_000474892,0.000613, 0.002239
us_000572722,0.000613, 0.917039
us_000497740,0.000613, 0.942081
us_000578454,0.000613, 1.003468
us_000542280,0.000613, 1.010366
us_000528052,0.000613, 1.035434
us_000475255,0.000613, 1.063865
us_000543730,0.000613, 1.069980
us_000589216,0.000613, 1.091232
us_000184078,0.000613, 1.109713
us_000523112,0.000613, 1.126306
us_000515590,0.000613, 1.135145
us_000567636,0.000613, 1.150506
us_000475096,0.000613, 1.158045
us_000529163,0.000613, 1.162623
us_000503651,0.000613, 1.163731
us_000593299,0.000613, 1.176906
us_000561036,0.000613, 1.185294
us_000573882,0.000613, 1.201750
us_000504677,0.000613, 1.218125
us_000518443,0.000613, 1.240383
us_000557692,0.000613, 1.247476
us_000517513,0.000613, 1.247889
us_000363469,0.000613, 1.251905
us_000458959,0.000613, 1.254336
us_000548603,0.000613, 1.262554
us_000601993,0.000613, 1.269915
us_000491724,0.000613, 1.273453
us_000475982,0.000613, 1.280473
us_000553573,0.000613, 1.284987
us_000580185,0.000613, 1.313409
us_000506301,0.000613, 1.320166
us_000579980,0.000613, 1.323409
us_000475771,0.000613, 1.373800
us_000468106,0.000613, 1.380212
us_000470932,0.000613, 1.382902
